timestamp,elapsed_s,x_cm,y_cm,theta_deg,distance_cm,v_left,v_right,v_linear,omega,angle_error_deg,fx_repulsive,fy_repulsive,num_obstacles,potential_type
2025-11-25 12:12:44.205,0.304,0.00,0.00,90.00,152.97,12.00,4.00,8.00,-0.340,-101.41,0.00,0.00,0,linear
2025-11-25 12:12:44.746,0.845,0.00,0.00,90.00,152.97,12.00,4.00,8.00,-0.340,-101.41,0.00,0.00,0,linear
2025-11-25 12:12:45.062,1.161,0.00,1.90,85.00,153.36,12.00,4.00,8.00,-0.340,-97.11,0.00,0.00,0,linear
2025-11-25 12:12:45.376,1.476,0.10,4.20,79.40,153.76,12.00,4.00,8.00,-0.340,-92.35,0.00,0.00,0,linear
2025-11-25 12:12:45.826,1.925,0.50,7.20,72.00,154.07,12.00,4.00,8.00,-0.340,-86.07,0.00,0.00,0,linear
2025-11-25 12:12:46.229,2.329,2.00,10.80,62.20,153.54,12.00,4.00,8.00,-0.340,-77.71,0.00,0.00,0,linear
2025-11-25 12:12:46.544,2.643,3.20,12.80,56.00,152.94,2.73,0.07,1.40,-0.113,-72.35,0.00,0.00,0,linear
2025-11-25 12:12:46.859,2.959,4.60,14.60,50.40,152.11,12.00,4.00,8.00,-0.340,-67.55,0.00,0.00,0,linear
2025-11-25 12:12:47.310,3.410,5.20,15.30,46.90,151.75,12.00,4.00,8.00,-0.340,-64.37,0.00,0.00,0,linear
2025-11-25 12:12:47.715,3.814,8.00,17.80,36.90,149.86,12.00,4.00,8.00,-0.340,-55.61,0.00,0.00,0,linear
2025-11-25 12:12:48.029,4.129,9.90,19.10,31.10,148.49,12.00,4.00,8.00,-0.340,-50.52,0.00,0.00,0,linear
2025-11-25 12:12:48.345,4.444,12.30,20.40,24.40,146.67,12.00,4.00,8.00,-0.340,-44.61,0.00,0.00,0,linear
2025-11-25 12:12:48.794,4.894,14.90,21.40,17.50,144.59,12.00,4.00,8.00,-0.340,-38.43,0.00,0.00,0,linear
