timestamp,elapsed_s,x_cm,y_cm,theta_deg,distance_cm,v_left,v_right,v_linear,omega,angle_error_deg,fx_repulsive,fy_repulsive,num_obstacles,potential_type
2025-11-18 18:05:28.984,0.299,0.00,0.00,89.90,270.00,8.00,8.00,8.00,0.000,0.00,0.00,0.00,0,linear
2025-11-18 18:05:29.470,0.785,0.00,0.00,89.90,270.00,8.00,8.00,8.00,0.000,0.00,0.00,0.00,0,linear
2025-11-18 18:05:29.735,1.050,0.00,1.40,89.90,268.60,8.00,8.00,8.00,-0.000,-0.00,0.00,0.00,0,linear
2025-11-18 18:05:30.061,1.376,0.00,3.70,89.90,266.30,8.00,8.00,8.00,-0.000,-0.00,0.00,0.00,0,linear
2025-11-18 18:05:30.600,1.916,0.00,6.90,89.70,263.10,7.96,8.04,8.00,0.003,0.20,0.00,0.00,0,linear
2025-11-18 18:05:30.951,2.266,-0.10,10.80,89.80,259.20,7.99,8.01,8.00,0.001,0.07,0.00,0.00,0,linear
2025-11-18 18:05:31.223,2.538,-0.10,12.80,89.90,257.20,8.01,7.99,8.00,-0.000,-0.03,0.00,0.00,0,linear
2025-11-18 18:05:31.546,2.862,-0.10,15.60,89.90,254.40,8.01,7.99,8.00,-0.000,-0.03,0.00,0.00,0,linear
2025-11-18 18:05:31.994,3.309,-0.20,18.80,90.00,252.00,8.01,7.99,8.00,-0.001,-0.05,0.00,0.00,0,linear
2025-11-18 18:05:32.401,3.716,-0.20,22.40,90.10,247.60,8.05,7.95,8.00,-0.004,-0.26,0.00,0.00,0,linear
2025-11-18 18:05:32.671,3.986,-0.20,24.30,90.10,245.70,8.05,7.95,8.00,-0.004,-0.26,0.00,0.00,0,linear
2025-11-18 18:05:33.029,4.344,-0.30,27.10,90.20,242.90,8.08,7.92,8.00,-0.007,-0.38,0.00,0.00,0,linear
2025-11-18 18:05:33.436,4.752,-0.30,30.30,90.10,240.10,8.06,7.94,8.00,-0.005,-0.28,0.00,0.00,0,linear
2025-11-18 18:05:33.886,5.201,-0.30,33.90,90.00,236.10,8.04,7.96,8.00,-0.003,-0.19,0.00,0.00,0,linear
2025-11-18 18:05:34.187,5.502,-0.30,36.80,89.90,233.20,8.02,7.98,8.00,-0.002,-0.09,0.00,0.00,0,linear
2025-11-18 18:05:34.468,5.783,-0.30,38.90,90.00,231.10,8.04,7.96,8.00,-0.003,-0.19,0.00,0.00,0,linear
2025-11-18 18:05:34.738,6.054,-0.30,41.30,89.90,228.70,8.52,8.48,8.50,-0.002,-0.09,0.00,0.00,0,linear
2025-11-18 18:05:35.337,6.652,-0.30,44.60,89.80,225.40,9.00,9.00,9.00,0.000,0.00,0.00,0.00,0,linear
2025-11-18 18:05:35.639,6.955,-0.30,48.50,89.90,221.50,9.52,9.48,9.50,-0.002,-0.10,0.00,0.00,0,linear
2025-11-18 18:05:36.047,7.362,-0.40,52.50,90.10,217.50,10.07,9.93,10.00,-0.006,-0.33,0.00,0.00,0,linear
2025-11-18 18:05:36.451,7.766,-0.40,56.50,90.30,214.50,10.57,10.43,10.50,-0.006,-0.33,0.00,0.00,0,linear
2025-11-18 18:05:36.932,8.247,-0.50,61.00,90.20,209.00,11.09,10.90,11.00,-0.008,-0.47,0.00,0.00,0,linear
2025-11-18 18:05:37.260,8.575,-0.50,64.80,90.10,205.20,11.58,11.42,11.50,-0.006,-0.37,0.00,0.00,0,linear
2025-11-18 18:05:37.570,8.885,-0.50,68.20,90.20,201.80,12.10,11.90,12.00,-0.008,-0.48,0.00,0.00,0,linear
2025-11-18 18:05:38.015,9.331,-0.60,72.10,90.10,197.90,0.03,1.22,0.63,0.051,139.80,-2536.73,1679.84,2,linear
