timestamp,elapsed_s,x_cm,y_cm,theta_deg,distance_cm,v_left,v_right,v_linear,omega,angle_error_deg,fx_repulsive,fy_repulsive,num_obstacles,potential_type
2025-11-13 16:46:08.407,0.233,0.00,0.00,89.90,169.71,0.00,0.07,0.03,0.003,110.50,-2725.52,-1253.60,1,conic
2025-11-13 16:46:08.948,0.774,0.00,0.00,89.90,169.71,1.38,0.04,0.71,-0.057,-45.00,0.00,0.00,0,conic
2025-11-13 16:46:09.446,1.272,0.00,0.00,89.90,169.71,2.07,0.05,1.06,-0.086,-45.00,0.00,0.00,0,conic
2025-11-13 16:46:09.748,1.574,0.00,0.40,88.00,169.42,0.01,0.27,0.14,0.011,110.16,-2765.59,-1162.55,1,conic
2025-11-13 16:46:10.389,2.214,0.00,1.30,83.10,168.79,3.81,0.10,1.96,-0.158,-38.51,-0.07,-0.02,1,conic
2025-11-13 16:46:11.598,3.424,0.30,5.20,86.20,165.86,4.31,0.11,2.21,-0.179,-42.50,0.00,0.00,0,conic
2025-11-13 16:46:12.044,3.870,0.40,6.30,81.10,165.03,5.40,0.14,2.77,-0.224,-37.65,0.00,0.00,0,conic
2025-11-13 16:46:12.458,4.283,0.50,7.10,77.10,164.41,0.01,0.54,0.27,0.022,108.51,-2935.53,-618.61,1,conic
2025-11-13 16:46:12.948,4.774,0.90,8.40,70.50,163.50,7.69,0.20,3.94,-0.319,-28.81,0.00,0.00,0,conic
2025-11-13 16:46:13.493,5.319,1.10,9.10,74.20,162.60,4.54,4.00,4.27,-0.023,-31.30,0.00,0.00,0,conic
2025-11-13 16:46:13.764,5.590,1.30,9.70,73.90,162.05,5.42,4.00,4.71,-0.060,-31.11,0.00,0.00,0,conic
2025-11-13 16:46:14.076,5.902,1.60,10.80,71.80,161.08,6.47,4.00,5.24,-0.105,-29.22,0.00,0.00,0,conic
2025-11-13 16:46:14.575,6.401,2.20,12.70,70.40,159.36,0.02,0.87,0.45,0.036,107.63,-14.83,-1.35,1,conic
2025-11-13 16:46:15.688,7.514,4.60,18.30,63.90,153.84,8.92,4.00,6.46,-0.209,-22.62,0.00,0.00,0,conic
2025-11-13 16:46:16.324,8.149,5.10,19.50,65.60,152.67,9.65,4.00,6.82,-0.240,-24.54,0.00,0.00,0,conic
2025-11-13 16:46:16.599,8.424,6.20,21.50,61.80,150.53,10.93,4.00,7.47,-0.295,-21.03,0.00,0.00,0,conic
2025-11-13 16:46:16.869,8.695,7.00,23.00,58.40,148.95,11.72,4.46,8.09,-0.309,-17.87,0.00,0.00,0,conic
2025-11-13 16:46:17.275,9.101,8.70,25.40,52.10,146.10,11.21,6.40,8.81,-0.205,-11.85,0.00,0.00,0,conic
2025-11-13 16:46:17.810,9.636,11.00,28.10,44.10,142.60,8.81,7.15,7.98,-0.071,-4.08,0.00,0.00,0,conic
2025-11-13 16:46:18.125,9.951,13.60,30.40,39.00,139.13,0.03,1.07,0.55,0.044,110.46,-95.15,36.27,2,conic
2025-11-13 16:46:22.256,14.082,41.90,47.30,22.70,106.71,2.68,0.07,1.37,-0.111,-159.92,-3312.03,-3075.43,3,conic
2025-11-13 16:46:22.803,14.629,43.00,47.80,24.50,105.56,2.68,0.07,1.37,-0.111,-161.02,-2280.40,-2163.60,2,conic
2025-11-13 16:46:23.254,15.080,43.80,48.10,21.30,104.78,2.68,0.07,1.37,-0.111,-160.30,-3387.30,-2995.54,3,conic
2025-11-13 16:46:23.618,15.444,44.30,48.30,18.80,104.27,2.68,0.07,1.37,-0.111,-160.83,-2345.08,-1899.47,3,conic
2025-11-13 16:46:23.980,15.806,44.80,48.50,16.30,103.77,2.68,0.07,1.37,-0.111,-161.36,-2427.91,-1798.52,3,conic
2025-11-13 16:46:24.518,16.344,45.50,48.60,13.00,103.20,0.03,1.07,0.55,0.044,148.64,-4366.11,714.69,4,conic
2025-11-13 16:46:24.866,16.692,46.10,48.80,9.70,102.62,2.68,0.07,1.37,-0.111,-160.59,-141.33,-87.54,3,conic
