timestamp,elapsed_s,x_cm,y_cm,theta_deg,distance_cm,v_left,v_right,v_linear,omega,angle_error_deg,fx_repulsive,fy_repulsive,num_obstacles,potential_type
2025-11-13 17:37:27.200,0.311,0.00,0.00,89.90,169.71,0.69,0.02,0.35,-0.029,-45.00,0.00,0.00,0,quadratic
2025-11-13 17:37:27.832,0.943,0.00,0.00,89.90,169.71,12.00,4.00,8.00,-0.340,-45.00,0.00,0.00,0,quadratic
2025-11-13 17:37:28.234,1.344,0.00,0.50,87.50,169.35,2.15,0.06,1.10,-0.089,-42.72,0.00,0.00,0,quadratic
2025-11-13 17:37:28.639,1.749,0.20,2.70,81.30,167.67,3.11,0.08,1.60,-0.129,-37.01,0.00,0.00,0,quadratic
2025-11-13 17:37:29.217,2.327,0.40,4.10,76.00,166.55,4.13,0.11,2.12,-0.171,-32.00,0.00,0.00,0,quadratic
2025-11-13 17:37:29.620,2.730,0.60,4.80,72.30,165.92,12.00,4.00,8.00,-0.340,-28.43,0.00,0.00,0,quadratic
2025-11-13 17:37:30.050,3.161,0.90,5.60,68.20,165.15,6.21,0.16,3.19,-0.258,-24.46,0.00,0.00,0,quadratic
2025-11-13 17:37:30.530,3.641,2.20,8.30,59.70,162.35,11.31,4.69,8.00,-0.282,-16.33,0.00,0.00,0,quadratic
2025-11-13 17:37:30.948,4.059,2.80,9.40,53.40,161.16,4.86,4.00,4.43,-0.037,-10.16,0.00,0.00,0,quadratic
2025-11-13 17:37:31.385,4.496,4.70,11.50,45.70,158.33,5.51,4.48,5.00,-0.044,-2.55,0.00,0.00,0,quadratic
2025-11-13 17:37:31.831,4.942,6.30,13.10,43.70,156.43,5.66,5.34,5.50,-0.014,-0.80,0.00,0.00,0,quadratic
2025-11-13 17:37:32.377,5.487,7.80,14.50,42.80,154.02,5.93,6.07,6.00,0.006,0.33,0.00,0.00,0,quadratic
2025-11-13 17:37:32.771,5.881,9.50,16.00,42.30,151.75,7.83,8.17,8.00,0.015,0.85,0.00,0.00,0,quadratic
2025-11-13 17:37:33.146,6.256,11.00,17.30,42.40,149.77,6.84,7.16,7.00,0.014,0.78,0.00,0.00,0,quadratic
2025-11-13 17:37:33.682,6.793,13.70,19.80,42.50,146.09,7.86,8.14,8.00,0.012,0.69,0.00,0.00,0,quadratic
2025-11-13 17:37:34.050,7.161,15.60,21.50,42.60,143.54,7.87,8.12,8.00,0.011,0.62,0.00,0.00,0,quadratic
2025-11-13 17:37:34.451,7.561,17.70,23.50,43.10,140.64,8.48,8.52,8.50,0.002,0.11,0.00,0.00,0,quadratic
2025-11-13 17:37:34.982,8.093,20.50,26.10,43.30,136.82,9.02,8.98,9.00,-0.001,-0.08,0.00,0.00,0,quadratic
2025-11-13 17:37:35.469,8.579,23.70,29.20,43.50,132.37,9.56,9.44,9.50,-0.005,-0.31,0.00,0.00,0,quadratic
2025-11-13 17:37:35.836,8.947,25.90,31.20,43.60,129.39,10.08,9.92,10.00,-0.007,-0.39,0.00,0.00,0,quadratic
2025-11-13 17:37:36.202,9.312,28.40,33.60,43.60,125.93,10.58,10.42,10.50,-0.007,-0.41,0.00,0.00,0,quadratic
2025-11-13 17:37:36.740,9.850,31.50,36.50,43.40,121.68,11.04,10.96,11.00,-0.004,-0.20,0.00,0.00,0,quadratic
2025-11-13 17:37:37.134,10.244,34.70,39.60,43.50,117.23,11.57,11.43,11.50,-0.006,-0.34,0.00,0.00,0,quadratic
2025-11-13 17:37:37.546,10.656,37.70,42.40,43.30,113.12,12.03,11.97,12.00,-0.002,-0.13,0.00,0.00,0,quadratic
2025-11-13 17:37:38.182,11.292,41.70,46.10,43.30,107.68,12.52,12.48,12.50,-0.002,-0.11,0.00,0.00,0,quadratic
2025-11-13 17:37:38.623,11.733,46.80,50.70,43.30,100.81,13.01,12.99,13.00,-0.001,-0.04,0.00,0.00,0,quadratic
2025-11-13 17:37:39.023,12.133,50.20,54.00,43.40,96.07,13.54,13.46,13.50,-0.003,-0.18,0.00,0.00,0,quadratic
2025-11-13 17:37:39.442,12.552,54.20,57.80,43.20,92.04,14.06,13.94,14.00,-0.005,-0.31,0.00,0.00,0,quadratic
2025-11-13 17:37:39.929,13.040,58.40,61.70,43.30,84.82,14.52,14.48,14.50,-0.001,-0.08,0.00,0.00,0,quadratic
2025-11-13 17:37:40.377,13.488,61.70,64.90,43.40,80.23,15.05,14.95,15.00,-0.004,-0.23,0.00,0.00,0,quadratic
2025-11-13 17:37:40.784,13.895,66.60,69.50,43.40,73.51,15.55,15.45,15.50,-0.004,-0.23,0.00,0.00,0,quadratic
2025-11-13 17:37:41.381,14.492,72.50,75.00,43.50,65.44,16.06,15.94,16.00,-0.005,-0.31,0.00,0.00,0,quadratic
2025-11-13 17:37:41.869,14.980,77.10,79.40,43.40,59.07,16.55,16.45,16.50,-0.005,-0.26,0.00,0.00,0,quadratic
