timestamp,elapsed_s,x_cm,y_cm,theta_deg,distance_cm,v_left,v_right,v_linear,omega,angle_error_deg,fx_repulsive,fy_repulsive,num_obstacles,potential_type
2025-11-25 12:52:56.373,0.286,0.00,0.00,89.90,152.97,12.00,4.00,8.00,-0.340,-101.31,0.00,0.00,0,linear
2025-11-25 12:52:56.957,0.870,0.00,0.00,89.90,152.97,12.00,4.00,8.00,-0.340,-101.31,0.00,0.00,0,linear
2025-11-25 12:52:57.315,1.228,0.10,1.90,85.50,153.26,1.17,0.03,0.60,-0.049,-97.61,0.00,0.00,0,linear
2025-11-25 12:52:57.679,1.592,0.40,4.40,78.60,153.51,1.56,0.04,0.80,-0.065,-91.65,0.00,0.00,0,linear
2025-11-25 12:52:58.214,2.127,0.80,5.80,73.70,153.45,1.95,0.05,1.00,-0.081,-87.29,0.00,0.00,0,linear
2025-11-25 12:52:58.662,2.574,1.00,6.50,69.90,153.42,12.00,4.00,8.00,-0.340,-83.76,0.00,0.00,0,linear
2025-11-25 12:52:59.027,2.940,1.20,6.90,67.40,153.32,12.00,4.00,8.00,-0.340,-81.43,0.00,0.00,0,linear
2025-11-25 12:52:59.527,3.440,2.50,9.50,59.70,152.71,3.12,0.08,1.60,-0.129,-74.79,0.00,0.00,0,linear
2025-11-25 12:52:59.928,3.841,4.30,12.40,50.70,151.77,3.51,0.09,1.80,-0.146,-67.03,0.00,0.00,0,linear
2025-11-25 12:53:00.296,4.208,4.90,13.20,47.10,151.42,4.31,0.11,2.21,-0.179,-63.78,0.00,0.00,0,linear
2025-11-25 12:53:00.648,4.561,5.30,13.60,44.20,151.15,5.19,0.13,2.66,-0.215,-61.07,0.00,0.00,0,linear
2025-11-25 12:53:01.190,5.102,6.10,14.30,38.90,150.59,6.52,0.17,3.35,-0.270,-56.11,0.00,0.00,0,linear
2025-11-25 12:53:01.592,5.505,7.00,15.00,33.20,149.94,4.22,4.00,4.11,-0.009,-50.77,0.00,0.00,0,linear
2025-11-25 12:53:01.998,5.911,8.00,15.60,27.00,149.17,5.92,4.00,4.96,-0.082,-44.91,0.00,0.00,0,linear
2025-11-25 12:53:02.495,6.408,9.60,16.40,26.50,147.90,6.63,4.00,5.31,-0.112,-44.89,0.00,0.00,0,linear
2025-11-25 12:53:02.908,6.820,11.40,17.30,24.50,146.48,7.62,4.00,5.81,-0.154,-43.45,0.00,0.00,0,linear
2025-11-25 12:53:03.248,7.160,13.00,18.00,22.60,145.20,12.00,4.00,8.00,-0.340,-42.01,0.00,0.00,0,linear
2025-11-25 12:53:03.666,7.579,15.10,18.70,19.30,143.46,9.94,4.00,6.97,-0.253,-39.26,0.00,0.00,0,linear
2025-11-25 12:53:04.246,8.159,18.70,19.60,9.90,140.40,12.34,4.00,8.17,-0.355,-30.70,0.00,0.00,0,linear
2025-11-25 12:53:04.698,8.611,22.40,19.80,1.40,137.02,13.85,4.58,9.22,-0.394,-22.83,0.00,0.00,0,linear
2025-11-25 12:53:05.105,9.018,25.60,19.60,353.20,133.97,13.20,7.08,10.14,-0.260,-15.05,0.00,0.00,0,linear
2025-11-25 12:53:05.599,9.512,29.50,18.70,343.90,130.02,12.16,9.72,10.94,-0.104,-6.02,0.00,0.00,0,linear
2025-11-25 12:53:06.055,9.968,34.00,17.10,336.50,125.25,11.24,11.76,11.50,0.022,1.28,0.00,0.00,0,linear
2025-11-25 12:53:06.456,10.368,37.80,15.30,334.10,121.05,11.20,12.74,11.97,0.065,3.79,0.00,0.00,0,linear
2025-11-25 12:53:06.855,10.768,42.30,13.10,334.50,117.17,11.72,13.23,12.47,0.064,3.72,0.00,0.00,0,linear
2025-11-25 12:53:07.355,11.267,47.10,10.90,336.10,110.78,12.57,13.42,12.99,0.036,2.09,0.00,0.00,0,linear
2025-11-25 12:53:07.759,11.672,51.70,9.00,337.70,105.80,13.39,13.60,13.50,0.009,0.52,0.00,0.00,0,linear
2025-11-25 12:53:08.119,12.032,56.00,7.40,338.20,101.22,14.01,13.99,14.00,-0.001,-0.04,0.00,0.00,0,linear
2025-11-25 12:53:08.703,12.616,63.00,4.70,338.80,93.71,14.64,14.36,14.50,-0.012,-0.71,0.00,0.00,0,linear
2025-11-25 12:53:09.149,13.062,69.50,2.30,338.80,86.79,15.17,14.83,15.00,-0.014,-0.84,0.00,0.00,0,linear
