timestamp,elapsed_s,x_cm,y_cm,theta_deg,distance_cm,v_left,v_right,v_linear,omega,angle_error_deg,fx_repulsive,fy_repulsive,num_obstacles,potential_type
2025-11-18 18:04:16.520,0.245,0.00,0.00,89.90,152.97,12.00,4.00,8.00,-0.340,-101.31,0.00,0.00,0,linear
2025-11-18 18:04:17.101,0.825,0.00,0.00,89.90,152.97,12.00,4.00,8.00,-0.340,-101.31,0.00,0.00,0,linear
2025-11-18 18:04:17.428,1.152,0.10,1.40,86.10,153.16,12.00,4.00,8.00,-0.340,-98.03,0.00,0.00,0,linear
2025-11-18 18:04:17.697,1.422,0.40,3.80,80.50,153.38,12.00,4.00,8.00,-0.340,-93.33,0.00,0.00,0,linear
2025-11-18 18:04:18.136,1.861,1.00,6.50,73.40,153.42,12.00,4.00,8.00,-0.340,-87.26,0.00,0.00,0,linear
2025-11-18 18:04:18.509,2.234,2.20,9.60,64.70,153.03,12.00,4.00,8.00,-0.340,-79.80,0.00,0.00,0,linear
2025-11-18 18:04:18.775,2.499,3.20,11.20,59.70,152.49,12.00,4.00,8.00,-0.340,-75.48,0.00,0.00,0,linear
2025-11-18 18:04:19.090,2.815,4.70,13.50,52.90,151.70,12.00,4.00,8.00,-0.340,-69.67,0.00,0.00,0,linear
2025-11-18 18:04:19.670,3.395,7.00,16.30,44.10,150.34,12.00,4.00,8.00,-0.340,-62.14,0.00,0.00,0,linear
2025-11-18 18:04:19.983,3.708,9.70,18.50,35.40,148.48,12.00,4.00,8.00,-0.340,-54.57,0.00,0.00,0,linear
2025-11-18 18:04:20.250,3.975,11.20,19.50,30.90,147.40,12.00,4.00,8.00,-0.340,-50.63,0.00,0.00,0,linear
2025-11-18 18:04:20.624,4.348,13.30,20.60,25.00,145.81,12.00,4.00,8.00,-0.340,-45.42,0.00,0.00,0,linear
2025-11-18 18:04:21.071,4.796,16.20,21.60,17.20,143.45,12.00,4.00,8.00,-0.340,-38.39,0.00,0.00,0,linear
2025-11-18 18:04:21.432,5.157,19.70,22.40,8.40,140.49,12.00,4.00,8.00,-0.340,-30.41,0.00,0.00,0,linear
