ts,x,y,theta,cmd_vl,cmd_vr,acc_rms,ir_max,bumps,batt
2025-10-23T18:15:05,0.0,0.0,89.9,0.0,0.0,0.0,366,0,"(16232, 100)"
2025-10-23T18:15:05,0.0,0.0,89.9,0.0,0.0,0.0,372,0,"(16232, 100)"
2025-10-23T18:15:06,0.0,0.0,89.9,0.0,0.0,0.0,371,0,"(16232, 100)"
2025-10-23T18:15:07,0.0,0.0,89.9,0.0,0.0,0.0,366,0,"(16232, 100)"
2025-10-23T18:15:08,0.0,0.0,89.9,0.0,0.0,0.0,365,0,"(16232, 100)"
2025-10-23T18:15:08,0.0,0.0,89.9,0.0,0.0,0.0,372,0,"(16232, 100)"
2025-10-23T18:15:09,0.0,0.0,89.9,0.0,0.0,0.0,372,0,"(16232, 100)"
2025-10-23T18:15:10,0.0,0.0,89.9,0.0,0.0,0.0,372,0,"(16232, 100)"
