ts,x,y,theta,cmd_vl,cmd_vr,acc_rms,ir_max,bumps,batt
2025-10-23T15:20:49,0.0,0.0,89.9,0.0,0.0,0.0,479,0,"(16566, 100)"
2025-10-23T15:20:49,0.0,0.0,89.9,0.0,0.0,0.0,488,0,"(16566, 100)"
2025-10-23T15:20:50,0.0,0.0,89.9,0.0,0.0,0.0,492,0,"(16566, 100)"
2025-10-23T15:20:50,0.0,0.0,89.9,0.0,0.0,0.0,479,0,"(16566, 100)"
2025-10-23T15:20:51,0.0,0.0,89.9,0.0,0.0,0.0,496,0,"(16566, 100)"
2025-10-23T15:20:52,0.0,0.0,89.9,0.0,0.0,0.0,493,0,"(16566, 100)"
2025-10-23T15:20:52,0.0,0.0,89.9,0.0,0.0,0.0,481,0,"(16566, 100)"
2025-10-23T15:20:53,0.0,0.0,89.9,0.0,0.0,0.0,494,0,"(16566, 100)"
2025-10-23T15:20:53,0.0,0.0,89.9,0.0,0.0,0.0,487,0,"(16566, 100)"
2025-10-23T15:20:54,0.0,0.0,89.9,0.0,0.0,0.0,489,0,"(16566, 100)"
2025-10-23T15:20:54,0.0,0.0,89.9,0.0,0.0,0.0,480,0,"(16566, 100)"
2025-10-23T15:20:55,0.0,0.0,89.9,0.0,0.0,0.0,492,0,"(16566, 100)"
2025-10-23T15:20:56,0.0,0.0,89.9,0.0,0.0,0.0,479,0,"(16566, 100)"
2025-10-23T15:20:56,0.0,0.0,89.9,0.0,0.0,0.0,484,0,"(16566, 100)"
2025-10-23T15:20:57,0.0,0.0,89.9,0.0,0.0,0.0,482,0,"(16566, 100)"
2025-10-23T15:20:58,0.0,0.0,89.9,0.0,0.0,0.0,494,0,"(16566, 100)"
