timestamp,elapsed_s,x_cm,y_cm,theta_deg,distance_cm,v_left,v_right,v_linear,omega,angle_error_deg,fx_repulsive,fy_repulsive,num_obstacles,potential_type
2025-11-11 17:32:32.281,0.276,0.00,0.00,89.90,169.71,12.00,4.00,8.00,-0.340,-45.00,0.00,0.00,0,conic
2025-11-11 17:32:32.912,0.907,0.00,0.00,89.90,169.71,0.01,0.50,0.26,0.021,110.50,-4.21,-1.94,1,conic
2025-11-11 17:32:34.256,2.251,2.10,9.60,66.10,161.53,2.69,0.07,1.38,-0.112,-23.09,0.00,0.00,0,conic
2025-11-11 17:32:34.744,2.739,2.60,10.60,67.80,160.48,3.54,0.09,1.81,-0.147,-24.93,0.00,0.00,0,conic
2025-11-11 17:32:35.028,3.023,2.70,10.90,66.20,160.20,0.02,0.77,0.40,0.032,106.97,-2999.54,-52.36,1,conic
2025-11-11 17:32:35.838,3.834,3.20,11.90,61.10,159.16,5.55,0.14,2.85,-0.230,-18.42,0.00,0.00,0,conic
2025-11-11 17:32:36.193,4.188,3.60,12.50,64.70,158.46,6.32,0.16,3.24,-0.262,-22.08,0.00,0.00,0,conic
2025-11-11 17:32:36.512,4.507,3.90,13.10,63.70,157.83,12.00,4.00,8.00,-0.340,-21.17,0.00,0.00,0,conic
2025-11-11 17:32:37.055,5.050,4.80,14.70,55.40,156.79,12.00,4.00,8.00,-0.340,-15.92,0.00,0.00,0,conic
2025-11-11 17:32:37.549,5.544,7.30,17.70,45.40,152.22,0.10,3.86,1.98,0.160,163.42,-4.84,-2.94,1,conic
2025-11-11 17:32:38.853,6.848,14.40,22.70,23.00,143.60,4.00,6.37,5.18,0.101,19.54,0.00,0.00,0,conic
2025-11-11 17:32:39.258,7.253,15.30,23.10,27.80,142.67,4.00,7.60,5.80,0.153,14.87,0.00,0.00,0,conic
2025-11-11 17:32:39.574,7.569,16.70,23.90,30.60,141.10,0.13,5.02,2.57,0.208,160.41,-38.77,-11.45,1,conic
2025-11-11 17:32:39.932,7.928,18.30,24.90,33.30,139.25,4.00,9.80,6.90,0.247,9.66,0.00,0.00,0,conic
2025-11-11 17:32:40.383,8.379,18.90,25.40,37.10,138.47,4.00,10.92,7.46,0.295,5.88,0.00,0.00,0,conic
2025-11-11 17:32:40.787,8.783,21.20,27.30,44.00,135.49,8.58,7.41,8.00,-0.050,-0.95,0.00,0.00,0,conic
2025-11-11 17:32:41.059,9.054,22.70,28.90,49.00,133.30,12.15,4.75,8.45,-0.315,-6.01,0.00,0.00,0,conic
