ts,x,y,theta,cmd_vl,cmd_vr,acc_rms,ir_max,bumps,batt
2025-10-23T17:37:43,0.0,0.0,89.9,0.0,0.0,0.0,357,0,"(16354, 100)"
2025-10-23T17:37:43,0.0,0.0,89.9,0.0,0.0,0.0,358,0,"(16354, 100)"
2025-10-23T17:37:44,0.0,0.0,89.9,0.0,0.0,0.0,365,0,"(16354, 100)"
2025-10-23T17:37:44,0.0,0.0,89.9,0.0,0.0,0.0,360,0,"(16354, 100)"
2025-10-23T17:37:45,0.0,0.0,89.9,0.0,0.0,0.0,366,0,"(16354, 100)"
2025-10-23T17:37:46,0.0,0.0,89.9,0.0,0.0,0.0,357,0,"(16354, 100)"
2025-10-23T17:37:47,0.0,0.0,89.9,0.0,0.0,0.0,367,0,"(16354, 100)"
2025-10-23T17:37:47,0.0,0.0,89.9,0.0,0.0,0.0,354,0,"(16354, 100)"
2025-10-23T17:37:48,0.0,-2.4,89.9,0.0,0.0,0.0,452,0,"(16354, 100)"
2025-10-23T17:37:48,0.0,-5.2,89.6,0.0,0.0,0.0,233,0,"(16354, 100)"
2025-10-23T17:37:49,0.0,-8.6,90.1,0.0,0.0,0.0,125,0,"(16354, 100)"
2025-10-23T17:37:50,0.0,-11.7,89.9,0.0,0.0,0.0,128,0,"(16307, 100)"
2025-10-23T17:37:50,0.0,-14.9,89.8,0.0,0.0,0.0,108,0,"(16307, 100)"
2025-10-23T17:37:51,0.0,-17.9,89.9,0.0,0.0,0.0,91,0,"(16307, 100)"
2025-10-23T17:37:52,0.0,-21.1,89.8,0.0,0.0,0.0,82,0,"(16307, 100)"
2025-10-23T17:37:52,0.0,-24.3,89.7,0.0,0.0,0.0,79,0,"(16302, 100)"
2025-10-23T17:37:53,0.0,-27.2,89.8,0.0,0.0,0.0,69,0,"(16302, 100)"
2025-10-23T17:37:54,0.0,-29.6,86.0,0.0,0.0,0.0,62,0,"(16302, 100)"
2025-10-23T17:37:54,-0.1,-29.6,21.1,0.0,0.0,0.0,41,0,"(16302, 100)"
2025-10-23T17:37:55,0.0,-29.2,315.3,0.0,0.0,0.0,21,0,"(16290, 100)"
2025-10-23T17:37:56,0.0,0.0,89.9,0.0,0.0,0.0,21,0,"(16290, 100)"
2025-10-23T17:37:56,0.0,0.0,90.0,0.0,0.0,0.0,15,0,"(16290, 100)"
2025-10-23T17:37:57,0.0,0.0,90.0,0.0,0.0,0.0,22,0,"(16290, 100)"
2025-10-23T17:37:58,0.0,0.0,90.0,0.0,0.0,0.0,21,0,"(16290, 100)"
2025-10-23T17:37:59,0.0,0.0,90.0,0.0,0.0,0.0,24,0,"(16290, 100)"
2025-10-23T17:37:59,0.0,0.0,90.0,0.0,0.0,0.0,17,0,"(16290, 100)"
2025-10-23T17:38:00,0.0,0.0,90.0,0.0,0.0,0.0,19,0,"(16290, 100)"
2025-10-23T17:38:01,0.0,0.0,90.0,0.0,0.0,0.0,18,0,"(16290, 100)"
2025-10-23T17:38:02,0.0,0.0,90.0,0.0,0.0,0.0,16,0,"(16290, 100)"
2025-10-23T17:38:02,0.0,0.0,90.0,0.0,0.0,0.0,21,0,"(16290, 100)"
2025-10-23T17:38:03,0.0,0.0,90.0,0.0,0.0,0.0,19,0,"(16290, 100)"
2025-10-23T17:38:04,0.0,0.0,90.0,0.0,0.0,0.0,23,0,"(16290, 100)"
2025-10-23T17:38:05,0.0,0.0,90.0,0.0,0.0,0.0,21,0,"(16290, 100)"
2025-10-23T17:38:06,0.0,0.0,90.0,0.0,0.0,0.0,20,0,"(16290, 100)"
2025-10-23T17:38:06,0.0,0.0,90.0,0.0,0.0,0.0,20,0,"(16290, 100)"
2025-10-23T17:38:07,0.0,0.0,90.0,0.0,0.0,0.0,19,0,"(16290, 100)"
2025-10-23T17:38:08,0.0,0.0,90.0,0.0,0.0,0.0,23,0,"(16290, 100)"
2025-10-23T17:38:09,0.0,0.0,90.0,0.0,0.0,0.0,17,0,"(16290, 100)"
2025-10-23T17:38:09,0.0,0.0,90.0,0.0,0.0,0.0,23,0,"(16290, 100)"
2025-10-23T17:38:10,0.0,0.0,90.0,0.0,0.0,0.0,23,0,"(16290, 100)"
2025-10-23T17:38:11,0.0,0.0,90.0,0.0,0.0,0.0,21,0,"(16290, 100)"
2025-10-23T17:38:12,0.0,0.0,90.0,0.0,0.0,0.0,17,0,"(16290, 100)"
2025-10-23T17:38:12,0.0,0.0,90.0,0.0,0.0,0.0,22,0,"(16290, 100)"
2025-10-23T17:38:13,0.0,0.0,90.0,0.0,0.0,0.0,18,0,"(16290, 100)"
2025-10-23T17:38:14,0.0,0.0,90.0,0.0,0.0,0.0,19,0,"(16290, 100)"
2025-10-23T17:38:14,0.0,0.0,90.0,0.0,0.0,0.0,18,0,"(16290, 100)"
2025-10-23T17:38:15,0.0,0.0,90.0,0.0,0.0,0.0,20,0,"(16290, 100)"
2025-10-23T17:38:16,0.0,0.0,90.0,0.0,0.0,0.0,21,0,"(16290, 100)"
2025-10-23T17:38:17,0.0,0.0,90.0,0.0,0.0,0.0,22,0,"(16290, 100)"
2025-10-23T17:38:17,0.0,0.0,90.0,0.0,0.0,0.0,18,0,"(16290, 100)"
2025-10-23T17:38:18,0.0,0.0,90.0,15.0,15.0,0.0,18,0,"(16290, 100)"
2025-10-23T17:38:19,0.0,3.4,89.8,15.0,15.0,0.0,22,0,"(16290, 100)"
2025-10-23T17:38:20,0.0,14.3,89.9,15.0,15.0,0.0,19,0,"(16290, 100)"
2025-10-23T17:38:20,0.0,25.2,90.0,15.0,15.0,0.0,22,0,"(16290, 100)"
2025-10-23T17:38:21,0.0,36.5,90.0,15.0,15.0,0.0,20,0,"(16290, 100)"
2025-10-23T17:38:22,-0.1,47.8,90.0,15.0,15.0,0.0,22,0,"(16288, 100)"
2025-10-23T17:38:23,-0.1,60.5,90.0,15.0,15.0,0.0,21,0,"(16288, 100)"
2025-10-23T17:38:24,-0.2,71.8,89.9,15.0,15.0,0.0,22,0,"(16288, 100)"
2025-10-23T17:38:24,-0.2,82.9,89.8,-10.0,10.0,0.0,18,0,"(16288, 100)"
2025-10-23T17:38:25,-0.2,89.8,103.7,-10.0,10.0,0.0,21,0,"(16288, 100)"
2025-10-23T17:38:26,0.0,89.9,144.0,-10.0,10.0,0.0,24,0,"(16288, 100)"
2025-10-23T17:38:27,0.0,90.1,184.3,15.0,15.0,0.0,25,0,"(16288, 100)"
2025-10-23T17:38:27,-3.9,89.7,185.1,15.0,15.0,0.0,20,0,"(16288, 100)"
2025-10-23T17:38:28,-14.7,88.6,185.1,15.0,15.0,0.0,24,0,"(16288, 100)"
2025-10-23T17:38:29,-27.4,87.3,185.0,15.0,15.0,0.0,23,0,"(16288, 100)"
2025-10-23T17:38:30,-38.5,86.2,184.9,15.0,15.0,0.0,20,0,"(16288, 100)"
2025-10-23T17:38:31,-49.7,85.1,184.8,15.0,15.0,0.0,26,0,"(16288, 100)"
2025-10-23T17:38:31,-60.3,84.1,184.9,15.0,15.0,0.0,26,0,"(16288, 100)"
2025-10-23T17:38:32,-72.5,82.8,185.1,15.0,15.0,0.0,24,0,"(16288, 100)"
2025-10-23T17:38:33,-83.1,81.7,185.1,15.0,15.0,0.0,24,0,"(16288, 100)"
2025-10-23T17:38:33,-95.3,80.4,185.1,15.0,15.0,0.0,26,0,"(16288, 100)"
2025-10-23T17:38:34,-106.4,79.4,185.0,15.0,15.0,0.0,23,0,"(16288, 100)"
2025-10-23T17:38:35,-116.9,78.4,185.0,15.0,15.0,0.0,26,0,"(16288, 100)"
2025-10-23T17:38:36,-129.2,77.2,185.3,15.0,15.0,0.0,21,0,"(16288, 100)"
2025-10-23T17:38:37,-140.4,76.2,185.3,0.0,0.0,0.0,26,0,"(16288, 100)"
2025-10-23T17:38:37,-142.0,76.0,185.3,0.0,0.0,0.0,26,0,"(16288, 100)"
2025-10-23T17:38:44,-142.0,76.0,185.3,0.0,0.0,0.0,25,0,"(16288, 100)"
2025-10-23T17:38:45,-142.0,76.0,185.3,0.0,0.0,0.0,26,0,"(16288, 100)"
2025-10-23T17:38:46,-142.0,76.0,185.3,0.0,0.0,0.0,24,0,"(16288, 100)"
2025-10-23T17:38:46,-142.0,76.0,185.3,0.0,0.0,0.0,27,0,"(16288, 100)"
2025-10-23T17:38:47,-142.0,76.0,185.3,10.0,-10.0,0.0,22,0,"(16288, 100)"
2025-10-23T17:38:48,-142.0,76.0,168.0,10.0,-10.0,0.0,26,0,"(16288, 100)"
2025-10-23T17:38:49,-142.1,75.6,126.7,10.0,-10.0,0.0,25,0,"(16288, 100)"
2025-10-23T17:38:49,-142.8,75.4,88.4,15.0,15.0,0.0,20,0,"(16288, 100)"
2025-10-23T17:38:50,-142.6,81.2,87.3,15.0,15.0,0.0,19,0,"(16288, 100)"
2025-10-23T17:38:51,-142.2,93.1,87.6,15.0,15.0,0.0,20,0,"(16288, 100)"
2025-10-23T17:38:52,-141.8,104.3,87.5,15.0,15.0,0.0,41,0,"(16288, 100)"
2025-10-23T17:38:52,-141.4,115.6,87.4,15.0,15.0,0.0,18,0,"(16288, 100)"
2025-10-23T17:38:53,-141.0,126.8,87.5,15.0,15.0,0.0,22,0,"(16288, 100)"
2025-10-23T17:38:54,-140.6,138.8,87.4,15.0,15.0,0.0,21,0,"(16288, 100)"
2025-10-23T17:38:55,-140.2,149.0,87.5,15.0,15.0,0.0,18,0,"(16288, 100)"
2025-10-23T17:38:56,-139.7,161.2,87.5,15.0,15.0,0.0,22,0,"(16288, 100)"
2025-10-23T17:38:56,-139.4,172.2,87.6,15.0,15.0,0.0,22,0,"(16288, 100)"
2025-10-23T17:38:57,-138.9,183.5,87.6,15.0,15.0,0.0,23,0,"(16288, 100)"
2025-10-23T17:38:58,-138.6,194.7,87.7,15.0,15.0,0.0,23,0,"(16288, 100)"
2025-10-23T17:38:59,-138.3,206.0,87.7,15.0,15.0,0.0,22,0,"(16288, 100)"
2025-10-23T17:38:59,-137.9,217.3,87.7,15.0,15.0,0.0,25,0,"(16288, 100)"
2025-10-23T17:39:00,-137.5,229.3,87.7,15.0,15.0,0.0,24,0,"(16288, 100)"
2025-10-23T17:39:01,-137.2,239.7,87.6,15.0,15.0,0.0,18,0,"(16288, 100)"
2025-10-23T17:39:02,-136.7,251.1,87.6,15.0,15.0,0.0,20,0,"(16288, 100)"
2025-10-23T17:39:02,-136.3,263.7,87.6,15.0,15.0,0.0,23,0,"(16288, 100)"
2025-10-23T17:39:03,-135.8,275.0,87.6,15.0,15.0,0.0,20,0,"(16288, 100)"
2025-10-23T17:39:04,-135.4,286.1,87.7,15.0,15.0,0.0,18,0,"(16288, 100)"
2025-10-23T17:39:05,-135.0,297.3,87.7,15.0,15.0,0.0,20,0,"(16288, 100)"
2025-10-23T17:39:05,-134.6,309.3,87.7,15.0,15.0,0.0,19,0,"(16288, 100)"
2025-10-23T17:39:06,-134.2,320.6,87.8,15.0,15.0,0.0,20,0,"(16288, 100)"
2025-10-23T17:39:07,-133.8,331.9,87.7,15.0,15.0,0.0,20,0,"(16288, 100)"
2025-10-23T17:39:08,-133.3,343.2,87.6,0.0,0.0,0.0,22,0,"(16288, 100)"
2025-10-23T17:39:08,-133.2,348.0,87.6,0.0,0.0,0.0,22,0,"(16288, 100)"
