ts,x,y,theta,cmd_vl,cmd_vr,acc_rms,ir_max,bumps,batt
2025-10-23T18:35:04,0.0,0.0,89.9,0.0,0.0,0.0,440,0,"(16678, 99)"
2025-10-23T18:35:04,0.0,0.0,89.9,0.0,0.0,0.0,435,0,"(16678, 99)"
2025-10-23T18:35:04,0.0,0.0,89.9,0.0,0.0,0.0,434,0,"(16678, 99)"
2025-10-23T18:35:05,0.0,0.0,89.9,0.0,0.0,0.0,442,0,"(16678, 99)"
2025-10-23T18:35:06,0.0,0.0,89.9,0.0,0.0,0.0,432,0,"(16678, 99)"
2025-10-23T18:35:06,0.0,0.0,89.9,0.0,0.0,0.0,437,0,"(16678, 99)"
2025-10-23T18:35:07,0.0,0.0,90.0,0.0,0.0,0.0,435,0,"(16678, 99)"
2025-10-23T18:35:08,0.0,0.0,90.0,0.0,0.0,0.0,440,0,"(16678, 99)"
2025-10-23T18:35:08,0.0,0.0,90.0,0.0,0.0,0.0,434,0,"(16678, 99)"
2025-10-23T18:35:09,0.0,0.0,90.0,0.0,0.0,0.0,441,0,"(16678, 99)"
2025-10-23T18:35:09,0.0,0.0,90.0,0.0,0.0,0.0,436,0,"(16678, 99)"
2025-10-23T18:35:10,0.0,0.0,90.0,0.0,0.0,0.0,441,0,"(16678, 99)"
2025-10-23T18:35:11,0.0,0.0,90.0,0.0,0.0,0.0,439,0,"(16678, 99)"
2025-10-23T18:35:11,0.0,0.0,90.0,0.0,0.0,0.0,442,0,"(16678, 99)"
2025-10-23T18:35:12,0.0,0.0,90.0,0.0,0.0,0.0,440,0,"(16678, 99)"
2025-10-23T18:35:12,0.0,0.0,90.0,0.0,0.0,0.0,440,0,"(16678, 99)"
2025-10-23T18:35:13,0.0,0.0,90.0,0.0,0.0,0.0,435,0,"(16678, 99)"
2025-10-23T18:35:14,0.0,0.0,90.0,0.0,0.0,0.0,433,0,"(16678, 99)"
2025-10-23T18:35:14,0.0,0.0,90.0,0.0,0.0,0.0,440,0,"(16678, 99)"
