timestamp,elapsed_s,x_cm,y_cm,theta_deg,distance_cm,v_left,v_right,v_linear,omega,angle_error_deg,fx_repulsive,fy_repulsive,num_obstacles,potential_type
2025-10-28 17:20:34.530,0.143,0.00,0.00,89.90,100.00,0.23,0.27,0.25,0.002,0.10,0.00,0.00,0,conic
2025-10-28 17:20:34.752,0.365,0.00,0.00,89.90,100.00,0.48,0.52,0.50,0.002,0.10,0.00,0.00,0,conic
2025-10-28 17:20:34.918,0.531,0.00,0.00,89.90,100.00,0.73,0.77,0.75,0.002,0.10,0.00,0.00,0,conic
2025-10-28 17:20:35.064,0.677,0.00,0.50,90.10,99.50,1.02,0.98,1.00,-0.002,-0.10,0.00,0.00,0,conic
2025-10-28 17:20:35.217,0.830,0.00,0.90,90.10,99.10,1.27,1.23,1.25,-0.002,-0.10,0.00,0.00,0,conic
2025-10-28 17:20:35.395,1.008,0.00,1.30,89.90,98.70,1.48,1.52,1.50,0.002,0.10,0.00,0.00,0,conic
2025-10-28 17:20:35.614,1.227,0.00,2.10,90.10,97.90,1.77,1.73,1.75,-0.002,-0.10,0.00,0.00,0,conic
2025-10-28 17:20:36.067,1.680,0.00,2.90,90.00,97.10,2.00,2.00,2.00,0.000,0.00,0.00,0.00,0,conic
2025-10-28 17:20:36.475,2.088,0.00,4.30,89.90,95.70,2.23,2.27,2.25,0.002,0.10,0.00,0.00,0,conic
2025-10-28 17:20:36.746,2.360,0.00,5.20,89.90,94.80,2.48,2.52,2.50,0.002,0.10,0.00,0.00,0,conic
2025-10-28 17:20:37.017,2.631,0.00,5.90,89.90,94.10,2.73,2.77,2.75,0.002,0.10,0.00,0.00,1,conic
2025-10-28 17:20:37.374,2.987,0.00,6.90,89.80,93.40,2.95,3.05,3.00,0.004,0.20,0.00,0.00,2,conic
2025-10-28 17:20:37.871,3.485,0.00,8.40,89.90,91.60,3.23,3.27,3.25,0.002,0.10,-0.02,-0.44,3,conic
2025-10-28 17:20:38.145,3.759,0.00,9.20,90.00,90.80,3.06,3.28,3.17,0.010,0.46,-0.03,-0.59,3,conic
2025-10-28 17:20:38.444,4.057,0.00,10.10,90.00,89.90,3.04,3.32,3.18,0.012,0.58,-0.03,-0.95,3,conic
2025-10-28 17:20:38.725,4.338,0.00,10.80,90.00,89.20,2.92,3.45,3.19,0.023,1.08,-0.05,-1.27,3,conic
2025-10-28 17:20:39.267,4.880,0.00,12.10,90.10,87.90,-9.00,11.00,1.00,0.851,165.50,-0.13,-2.75,4,conic
2025-10-28 17:20:39.580,5.194,0.00,13.20,90.50,86.80,-9.00,11.00,1.00,0.851,178.29,-0.07,-4.21,4,conic
2025-10-28 17:20:39.851,5.464,0.00,14.00,100.00,86.00,-9.00,11.00,1.00,0.851,172.72,0.22,-5.20,3,conic
2025-10-28 17:20:40.121,5.734,0.00,14.30,112.60,85.70,11.00,-9.00,1.00,-0.851,-170.83,0.58,-2.94,4,conic
2025-10-28 17:20:40.562,6.175,0.00,14.70,129.30,85.30,11.00,-9.00,1.00,-0.851,-87.01,0.78,-2.08,4,conic
2025-10-28 17:20:41.016,6.629,-0.30,15.00,108.10,85.00,-9.00,11.00,1.00,0.851,174.42,1.50,-7.61,3,conic
2025-10-28 17:20:41.382,6.995,-0.30,15.20,90.60,84.80,11.00,-9.00,1.00,-0.851,-165.37,1.83,-7.61,4,conic
2025-10-28 17:20:41.642,7.255,-0.40,15.20,90.20,84.80,-9.00,11.00,1.00,0.851,176.12,-0.49,-8.50,4,conic
2025-10-28 17:20:42.101,7.714,-0.40,15.70,89.70,84.30,11.00,-9.00,1.00,-0.851,-171.40,1.20,-9.27,4,conic
2025-10-28 17:20:42.550,8.163,-0.50,16.00,103.40,84.00,-9.00,11.00,1.00,0.851,171.96,0.90,-10.90,4,conic
2025-10-28 17:20:42.817,8.430,-0.50,16.30,100.30,83.70,-9.00,11.00,1.00,0.851,176.46,1.13,-10.85,4,conic
2025-10-28 17:20:43.137,8.751,-0.60,16.40,92.60,83.60,-9.00,11.00,1.00,0.851,172.04,-1.06,-12.60,3,conic
2025-10-28 17:20:43.630,9.243,-0.60,16.90,112.50,83.10,-9.00,11.00,1.00,0.851,154.04,-0.38,-6.92,4,conic
2025-10-28 17:20:44.034,9.647,-0.80,17.40,136.40,82.60,-9.00,11.00,1.00,0.851,126.49,-1.08,-9.66,2,conic
2025-10-28 17:20:44.293,9.906,-1.00,17.70,151.30,82.31,-9.00,11.00,1.00,0.851,114.51,-0.86,-12.89,2,conic
2025-10-28 17:20:44.576,10.189,-1.20,17.90,164.00,82.11,-9.00,11.00,1.00,0.851,115.88,1.26,-8.23,1,conic
2025-10-28 17:20:45.064,10.677,-1.50,18.30,183.70,81.71,10.82,-9.18,0.83,-0.851,-94.75,0.00,0.00,0,conic
2025-10-28 17:20:45.476,11.089,-2.00,18.30,205.70,81.72,10.85,-9.15,0.85,-0.851,-117.10,0.00,0.00,0,conic
2025-10-28 17:20:45.791,11.404,-2.40,18.30,209.00,81.74,10.88,-9.12,0.88,-0.851,-120.68,0.00,0.00,0,conic
2025-10-28 17:20:46.097,11.711,-2.50,18.10,194.10,81.94,10.90,-9.10,0.90,-0.851,-105.85,0.00,0.00,1,conic
2025-10-28 17:20:46.555,12.168,-2.80,17.90,174.20,82.15,-9.00,11.00,1.00,0.851,117.23,3.18,-9.29,1,conic
2025-10-28 17:20:46.907,12.521,-3.10,17.80,152.90,82.26,-9.00,11.00,1.00,0.851,121.52,0.73,-11.31,2,conic
2025-10-28 17:20:47.274,12.887,-3.20,17.60,146.70,82.46,-9.00,11.00,1.00,0.851,113.91,-2.02,-13.39,2,conic
2025-10-28 17:20:47.548,13.162,-3.50,17.90,163.60,82.17,-9.00,11.00,1.00,0.851,116.03,1.11,-7.62,1,conic
2025-10-28 17:20:48.086,13.700,-3.90,18.20,185.70,81.89,11.03,-8.97,1.03,-0.851,-98.43,0.00,0.00,0,conic
2025-10-28 17:20:48.452,14.066,-4.40,18.40,208.50,81.72,11.05,-8.95,1.05,-0.851,-121.59,0.00,0.00,0,conic
2025-10-28 17:20:48.716,14.329,-4.60,18.40,212.50,81.73,11.07,-8.93,1.07,-0.851,-125.73,0.00,0.00,0,conic
2025-10-28 17:20:49.023,14.637,-4.90,18.10,197.30,82.05,11.10,-8.90,1.10,-0.851,-110.72,0.00,0.00,0,conic
2025-10-28 17:20:49.573,15.186,-5.30,17.70,177.80,82.47,-9.00,11.00,1.00,0.851,117.82,3.30,-7.96,1,conic
2025-10-28 17:20:49.919,15.532,-5.80,17.60,153.40,82.60,-9.00,11.00,1.00,0.851,119.04,0.38,-12.48,2,conic
2025-10-28 17:20:50.202,15.815,-6.00,17.50,147.30,82.72,-9.00,11.00,1.00,0.851,114.22,-1.76,-12.51,2,conic
2025-10-28 17:20:50.472,16.085,-6.10,17.70,160.40,82.53,-9.00,11.00,1.00,0.851,115.86,0.68,-7.57,1,conic
2025-10-28 17:20:50.735,16.348,-6.30,18.00,172.10,82.24,11.22,-8.78,1.23,-0.851,-86.49,0.00,0.00,1,conic
2025-10-28 17:20:51.282,16.895,-6.60,18.30,193.90,81.97,11.25,-8.75,1.25,-0.851,-108.52,0.00,0.00,0,conic
2025-10-28 17:20:51.641,17.254,-7.20,18.20,178.90,82.12,11.10,-8.90,1.10,-0.851,-100.60,0.34,-0.77,1,conic
2025-10-28 17:20:51.957,17.571,-7.70,18.00,161.70,82.36,-9.00,11.00,1.00,0.851,116.16,1.42,-12.67,1,conic
2025-10-28 17:20:52.223,17.836,-8.00,18.00,149.00,82.39,-9.00,11.00,1.00,0.851,119.82,-0.41,-14.24,2,conic
2025-10-28 17:20:52.767,18.381,-8.10,18.10,151.40,82.30,-9.00,11.00,1.00,0.851,114.92,-0.65,-9.56,1,conic
2025-10-28 17:20:53.076,18.689,-8.60,18.40,170.70,82.05,11.38,-8.62,1.38,-0.851,-86.72,0.00,0.00,1,conic
2025-10-28 17:20:53.384,18.998,-8.90,18.70,187.80,81.79,11.40,-8.60,1.40,-0.851,-104.05,0.00,0.00,0,conic
2025-10-28 17:20:53.711,19.324,-9.30,18.80,186.50,81.73,11.43,-8.57,1.43,-0.851,-103.03,0.00,0.00,1,conic
2025-10-28 17:20:54.252,19.866,-10.00,18.60,162.20,82.01,-9.00,11.00,1.00,0.851,116.41,1.66,-13.74,1,conic
2025-10-28 17:20:54.560,20.174,-10.60,18.60,142.60,82.09,-9.00,11.00,1.00,0.851,120.85,-1.89,-16.17,2,conic
2025-10-28 17:20:54.830,20.443,-10.80,18.60,138.60,82.11,-9.00,11.00,1.00,0.851,113.56,-3.98,-13.25,2,conic
2025-10-28 17:20:55.107,20.721,-11.00,18.90,153.70,81.84,-9.00,11.00,1.00,0.851,115.46,-0.30,-10.64,1,conic
2025-10-28 17:20:55.642,21.255,-11.20,19.20,171.00,81.57,11.55,-8.45,1.55,-0.851,-88.89,0.00,0.00,0,conic
2025-10-28 17:20:56.047,21.660,-11.80,19.60,200.50,81.26,11.57,-8.43,1.58,-0.851,-118.85,0.00,0.00,0,conic
2025-10-28 17:20:56.367,21.980,-12.30,19.50,201.80,81.43,11.60,-8.40,1.60,-0.851,-120.49,0.00,0.00,0,conic
2025-10-28 17:20:56.636,22.250,-12.60,19.30,189.10,81.68,11.62,-8.38,1.62,-0.851,-107.97,0.00,0.00,0,conic
2025-10-28 17:20:57.129,22.742,-13.20,19.10,169.60,81.97,-9.00,11.00,1.00,0.851,117.53,1.87,-7.35,1,conic
2025-10-28 17:20:57.493,23.106,-14.00,19.00,148.00,82.20,-9.00,11.00,1.00,0.851,115.01,-1.76,-13.72,1,conic
2025-10-28 17:20:57.839,23.453,-14.10,19.10,152.00,82.12,-9.00,11.00,1.00,0.851,115.52,-0.47,-8.11,1,conic
2025-10-28 17:20:58.116,23.730,-14.30,19.40,164.30,81.86,11.72,-8.28,1.73,-0.851,-84.36,0.00,0.00,1,conic
2025-10-28 17:20:58.570,24.183,-14.70,19.60,181.10,81.73,11.75,-8.25,1.75,-0.851,-101.46,0.00,0.00,0,conic
2025-10-28 17:20:58.976,24.589,-15.60,19.70,162.70,81.80,-9.00,11.00,1.00,0.851,116.94,0.93,-7.16,1,conic
2025-10-28 17:20:59.246,24.860,-16.00,19.70,151.00,81.88,-9.00,11.00,1.00,0.851,115.57,-1.04,-13.80,1,conic
2025-10-28 17:20:59.563,25.176,-16.30,19.70,143.30,81.94,-9.00,11.00,1.00,0.851,114.63,-2.76,-12.99,1,conic
2025-10-28 17:21:00.011,25.625,-16.60,20.00,163.20,81.70,11.85,-8.15,1.85,-0.851,-84.92,0.00,0.00,0,conic
2025-10-28 17:21:00.410,26.023,-17.00,20.40,187.40,81.40,11.88,-8.12,1.88,-0.851,-109.46,0.00,0.00,0,conic
2025-10-28 17:21:00.686,26.299,-17.40,20.50,186.70,81.38,11.90,-8.10,1.90,-0.851,-109.05,0.00,0.00,0,conic
