timestamp,elapsed_s,x_cm,y_cm,theta_deg,distance_cm,v_left,v_right,v_linear,omega,angle_error_deg,fx_repulsive,fy_repulsive,num_obstacles,potential_type
2025-10-28 17:28:27.501,0.136,0.00,0.00,89.90,200.00,0.23,0.27,0.25,0.002,0.10,0.00,0.00,0,conic
2025-10-28 17:28:27.752,0.387,0.00,0.00,89.90,200.00,0.48,0.52,0.50,0.002,0.10,0.00,0.00,0,conic
2025-10-28 17:28:27.946,0.582,0.00,0.40,90.00,199.60,0.75,0.75,0.75,0.000,0.00,0.00,0.00,0,conic
2025-10-28 17:28:28.134,0.769,0.00,0.80,90.00,199.20,1.00,1.00,1.00,0.000,0.00,0.00,0.00,0,conic
2025-10-28 17:28:28.310,0.945,0.00,1.30,90.10,198.70,1.27,1.23,1.25,-0.002,-0.10,0.00,0.00,0,conic
2025-10-28 17:28:28.594,1.229,0.00,2.00,90.20,198.00,1.55,1.45,1.50,-0.004,-0.20,0.00,0.00,0,conic
2025-10-28 17:28:29.084,1.719,0.00,2.90,90.30,197.10,1.82,1.68,1.75,-0.006,-0.30,0.00,0.00,0,conic
2025-10-28 17:28:29.449,2.084,0.00,4.40,90.40,195.60,2.10,1.90,2.00,-0.008,-0.40,0.00,0.00,3,conic
2025-10-28 17:28:29.717,2.352,0.00,5.20,90.40,194.80,2.35,2.15,2.25,-0.008,-0.40,0.00,0.00,3,conic
2025-10-28 17:28:29.999,2.634,0.00,6.00,90.40,194.00,2.60,2.40,2.50,-0.008,-0.40,0.00,0.00,3,conic
2025-10-28 17:28:30.379,3.014,0.00,7.00,90.20,193.20,2.82,2.68,2.75,-0.006,-0.30,0.00,0.00,3,conic
2025-10-28 17:28:30.830,3.466,-0.10,8.30,90.40,191.70,3.11,2.89,3.00,-0.009,-0.43,-0.01,-0.15,3,conic
2025-10-28 17:28:31.207,3.842,-0.10,9.40,90.30,190.60,3.33,3.17,3.25,-0.007,-0.33,-0.01,-0.29,3,conic
2025-10-28 17:28:31.463,4.098,-0.10,10.30,90.10,189.70,3.53,3.47,3.50,-0.003,-0.13,-0.03,-0.48,3,conic
2025-10-28 17:28:31.917,4.552,-0.10,11.70,90.10,188.70,1.98,3.83,2.91,0.079,3.76,-0.15,-1.39,3,conic
2025-10-28 17:28:32.463,5.098,-0.10,13.30,90.10,186.70,-9.00,11.00,1.00,0.851,165.43,-0.44,-3.34,2,conic
2025-10-28 17:28:32.727,5.362,-0.20,14.50,91.90,185.50,-9.00,11.00,1.00,0.851,170.25,-0.67,-5.45,2,conic
2025-10-28 17:28:33.043,5.678,-0.20,15.30,98.90,184.70,-5.70,10.56,2.43,0.692,33.03,-0.56,-2.15,3,conic
2025-10-28 17:28:33.451,6.086,-0.20,15.90,121.60,184.30,7.46,-0.88,3.29,-0.355,-16.96,-0.26,-1.70,2,conic
2025-10-28 17:28:33.945,6.580,-0.80,16.90,137.10,183.10,-9.00,11.00,1.00,0.851,114.87,-1.61,-5.57,2,conic
2025-10-28 17:28:34.215,6.850,-1.50,17.60,132.10,182.41,-9.00,11.00,1.00,0.851,119.85,-1.47,-5.07,2,conic
2025-10-28 17:28:34.519,7.154,-2.00,18.10,131.20,181.91,-9.00,11.00,1.00,0.851,111.88,-4.30,-9.61,2,conic
2025-10-28 17:28:34.795,7.430,-2.10,18.50,148.70,181.51,-9.00,11.00,1.00,0.851,113.96,-0.79,-6.85,1,conic
2025-10-28 17:28:35.348,7.983,-2.30,18.80,168.40,181.21,11.13,-8.87,1.13,-0.851,-79.13,0.00,0.00,0,conic
2025-10-28 17:28:35.653,8.288,-2.70,19.00,190.20,181.02,10.62,-9.38,0.62,-0.851,-101.05,0.00,0.00,0,conic
2025-10-28 17:28:35.929,8.564,-3.00,19.10,184.50,180.92,10.65,-9.35,0.65,-0.851,-95.45,0.00,0.00,0,conic
2025-10-28 17:28:36.198,8.833,-3.20,18.90,172.20,181.13,10.61,-9.39,0.61,-0.851,-86.18,0.18,-0.61,1,conic
