timestamp,elapsed_s,x_cm,y_cm,theta_deg,distance_cm,v_left,v_right,v_linear,omega,angle_error_deg,fx_repulsive,fy_repulsive,num_obstacles,potential_type
2025-10-28 17:25:46.749,0.140,0.00,0.00,89.90,254.56,10.18,-9.82,0.18,-0.851,-44.90,0.00,0.00,0,conic
2025-10-28 17:25:46.962,0.354,0.00,0.00,89.90,254.56,10.35,-9.65,0.35,-0.851,-44.90,0.00,0.00,0,conic
2025-10-28 17:25:47.127,0.518,0.00,0.00,88.50,254.56,10.54,-9.46,0.54,-0.851,-43.50,0.00,0.00,0,conic
2025-10-28 17:25:47.317,0.709,0.00,0.00,77.80,254.56,8.91,-7.23,0.84,-0.687,-32.80,0.00,0.00,0,conic
2025-10-28 17:25:47.502,0.894,0.00,0.10,70.60,254.49,7.43,-5.18,1.13,-0.536,-25.62,0.00,0.00,0,conic
2025-10-28 17:25:47.758,1.149,0.00,0.20,59.50,254.42,5.03,-2.12,1.45,-0.304,-14.53,0.00,0.00,0,conic
2025-10-28 17:25:48.200,1.591,0.00,0.40,48.50,254.28,2.62,0.87,1.75,-0.075,-3.56,0.00,0.00,0,conic
2025-10-28 17:25:48.567,1.959,0.50,0.90,37.60,253.57,0.18,3.79,1.98,0.154,7.34,0.00,0.00,0,conic
2025-10-28 17:25:48.925,2.316,0.80,1.10,34.50,253.22,-0.36,4.78,2.21,0.219,10.45,0.00,0.00,0,conic
2025-10-28 17:25:49.242,2.633,1.20,1.40,35.70,252.72,0.19,4.75,2.47,0.194,9.27,0.00,0.00,0,conic
2025-10-28 17:25:49.727,3.119,2.00,2.00,40.80,251.73,1.71,3.78,2.74,0.088,4.20,0.00,0.00,0,conic
2025-10-28 17:25:50.139,3.531,2.80,2.80,46.40,250.60,3.34,2.65,3.00,-0.029,-1.40,0.00,0.00,0,conic
2025-10-28 17:25:50.449,3.841,3.80,3.90,49.00,249.11,4.23,2.25,3.24,-0.084,-4.02,0.00,0.00,0,conic
2025-10-28 17:25:50.762,4.154,4.30,4.50,48.20,248.34,4.29,2.70,3.49,-0.068,-3.23,0.00,0.00,0,conic
2025-10-28 17:25:51.223,4.615,5.30,5.50,46.20,246.92,4.05,3.45,3.75,-0.026,-1.23,0.00,0.00,0,conic
2025-10-28 17:25:51.623,5.015,6.70,6.80,44.10,245.01,3.78,4.22,4.00,0.019,0.88,0.00,0.00,0,conic
2025-10-28 17:25:51.892,5.283,7.30,7.30,43.60,244.23,3.90,4.59,4.25,0.029,1.40,0.00,0.00,0,conic
2025-10-28 17:25:52.163,5.554,8.10,8.10,43.70,243.10,4.18,4.82,4.50,0.027,1.30,0.00,0.00,0,conic
2025-10-28 17:25:52.522,5.914,9.00,9.10,44.30,242.18,4.51,4.99,4.75,0.021,0.98,0.00,0.00,0,conic
2025-10-28 17:25:53.014,6.405,10.50,10.60,45.00,239.64,5.00,5.00,5.00,-0.000,-0.02,0.00,0.00,0,conic
2025-10-28 17:25:53.379,6.771,11.40,11.50,45.20,238.37,5.30,5.20,5.25,-0.005,-0.22,0.00,0.00,0,conic
2025-10-28 17:25:53.652,7.044,12.60,12.70,45.40,236.67,5.60,5.40,5.50,-0.009,-0.42,0.00,0.00,0,conic
2025-10-28 17:25:53.912,7.304,13.40,13.60,45.50,235.47,5.88,5.62,5.75,-0.011,-0.53,0.00,0.00,0,conic
2025-10-28 17:25:54.463,7.855,15.10,15.30,45.20,233.06,6.06,5.94,6.00,-0.005,-0.23,0.00,0.00,0,conic
2025-10-28 17:25:54.770,8.162,16.50,16.60,45.00,231.15,6.25,6.25,6.25,-0.000,-0.02,0.00,0.00,0,conic
2025-10-28 17:25:55.088,8.480,17.90,18.00,44.90,229.17,6.48,6.52,6.50,0.002,0.08,0.00,0.00,0,conic
2025-10-28 17:25:55.358,8.750,19.20,19.30,44.90,227.33,6.73,6.77,6.75,0.002,0.08,0.00,0.00,0,conic
2025-10-28 17:25:55.803,9.195,20.70,20.80,44.80,225.21,6.96,7.04,7.00,0.004,0.18,0.00,0.00,0,conic
2025-10-28 17:25:56.171,9.563,22.80,22.90,44.80,222.24,7.21,7.29,7.25,0.004,0.18,0.00,0.00,0,conic
2025-10-28 17:25:56.442,9.833,23.90,24.00,44.80,220.69,7.46,7.54,7.50,0.004,0.18,0.00,0.00,0,conic
2025-10-28 17:25:56.758,10.150,25.60,25.80,45.00,218.21,7.76,7.74,7.75,-0.001,-0.04,0.00,0.00,0,conic
2025-10-28 17:25:57.252,10.644,27.40,27.50,45.10,215.74,8.03,7.97,8.00,-0.002,-0.12,0.00,0.00,0,conic
2025-10-28 17:25:57.610,11.002,29.70,29.90,45.30,212.41,8.33,8.17,8.25,-0.007,-0.34,0.00,0.00,0,conic
2025-10-28 17:25:57.928,11.319,31.60,31.80,45.10,209.73,8.53,8.47,8.50,-0.003,-0.14,0.00,0.00,0,conic
2025-10-28 17:25:58.240,11.632,33.10,33.20,45.10,207.68,8.78,8.72,8.75,-0.003,-0.12,0.00,0.00,0,conic
2025-10-28 17:25:58.645,12.037,35.40,35.40,45.10,205.27,9.07,8.93,9.00,-0.006,-0.28,0.00,0.00,0,conic
2025-10-28 17:25:59.110,12.502,38.20,38.10,44.90,200.61,9.22,9.28,9.25,0.003,0.12,0.00,0.00,3,conic
2025-10-28 17:25:59.364,12.755,40.10,40.00,45.00,197.92,9.49,9.51,9.50,0.000,0.02,-0.14,-0.13,3,conic
2025-10-28 17:25:59.624,13.016,41.70,41.60,44.90,195.66,8.23,8.85,8.54,0.026,1.25,-0.59,-0.50,3,conic
2025-10-28 17:25:59.950,13.341,43.90,43.90,44.90,192.47,-5.21,14.70,4.75,0.847,40.46,-1.84,-1.46,3,conic
2025-10-28 17:26:00.493,13.885,46.50,46.60,46.60,188.73,-9.00,11.00,1.00,0.851,169.84,-4.03,-3.08,4,conic
2025-10-28 17:26:00.761,14.153,47.40,47.90,63.40,187.17,-9.00,11.00,1.00,0.851,137.70,-2.70,-1.80,2,conic
2025-10-28 17:26:01.017,14.409,47.50,48.30,76.00,186.82,-9.00,11.00,1.00,0.851,141.39,-3.04,-2.50,2,conic
2025-10-28 17:26:01.343,14.735,47.60,48.60,93.30,186.54,-9.00,11.00,1.00,0.851,113.43,-4.46,-2.44,2,conic
2025-10-28 17:26:01.887,15.279,47.60,48.80,108.30,186.40,13.89,-6.11,3.89,-0.851,-61.80,-1.23,-1.14,1,conic
2025-10-28 17:26:02.187,15.578,47.40,49.30,134.90,186.19,11.15,-8.85,1.15,-0.851,-90.31,0.00,0.00,0,conic
2025-10-28 17:26:02.472,15.864,47.00,49.90,135.00,186.05,11.18,-8.82,1.18,-0.851,-90.63,0.00,0.00,0,conic
2025-10-28 17:26:02.742,16.134,46.70,50.20,123.00,186.06,-9.00,11.00,1.00,0.851,133.62,-1.66,-2.63,1,conic
2025-10-28 17:26:03.284,16.676,46.50,50.60,101.10,185.92,-9.00,11.00,1.00,0.851,113.67,-5.64,-4.07,1,conic
2025-10-28 17:26:03.642,17.034,46.40,50.80,116.40,185.85,13.79,-6.21,3.79,-0.851,-72.36,0.00,0.00,1,conic
2025-10-28 17:26:03.952,17.343,46.20,51.10,133.60,185.79,11.28,-8.72,1.28,-0.851,-89.67,0.00,0.00,0,conic
2025-10-28 17:26:04.213,17.604,45.70,51.90,129.00,185.60,11.30,-8.70,1.30,-0.851,-85.35,0.00,0.00,1,conic
2025-10-28 17:26:04.577,17.969,45.30,52.40,111.80,185.54,-9.00,11.00,1.00,0.851,115.76,-4.49,-5.74,1,conic
2025-10-28 17:26:05.123,18.514,45.10,53.00,86.50,185.28,-9.00,11.00,1.00,0.851,113.82,-5.45,-2.29,2,conic
2025-10-28 17:26:05.443,18.834,45.10,53.10,98.80,185.21,-9.00,11.00,1.00,0.851,113.49,-6.80,-4.50,1,conic
2025-10-28 17:26:05.755,19.147,45.00,53.40,113.40,185.07,14.73,-5.27,4.73,-0.851,-70.24,0.00,0.00,1,conic
2025-10-28 17:26:06.123,19.515,44.90,53.70,132.20,185.01,11.43,-8.57,1.43,-0.851,-84.51,0.00,0.00,0,conic
2025-10-28 17:26:06.567,19.958,43.80,55.10,123.70,184.80,12.22,-7.78,2.22,-0.851,-81.18,0.00,0.00,0,conic
2025-10-28 17:26:06.827,20.219,43.70,55.30,112.20,184.74,-9.00,11.00,1.00,0.851,115.25,-4.44,-4.75,1,conic
2025-10-28 17:26:07.141,20.533,43.50,56.00,95.00,184.41,-9.00,11.00,1.00,0.851,113.15,-7.88,-4.50,1,conic
2025-10-28 17:26:07.462,20.853,43.40,56.10,103.00,184.42,16.21,-3.79,6.21,-0.851,-56.75,-1.27,-0.98,1,conic
2025-10-28 17:26:08.008,21.400,43.30,56.60,124.90,184.16,11.94,-8.06,1.94,-0.851,-82.83,0.00,0.00,0,conic
2025-10-28 17:26:08.270,21.662,42.50,57.90,121.50,183.89,12.76,-7.24,2.76,-0.851,-79.89,0.00,0.00,0,conic
2025-10-28 17:26:08.589,21.981,42.10,58.60,106.60,183.72,-9.00,11.00,1.00,0.851,114.69,-4.64,-4.08,1,conic
2025-10-28 17:26:08.899,22.290,42.00,59.40,92.50,183.27,-9.00,11.00,1.00,0.851,112.98,-9.62,-4.94,1,conic
2025-10-28 17:26:09.370,22.762,41.90,59.90,95.90,183.02,19.49,-0.51,9.49,-0.851,-54.89,0.00,0.00,1,conic
2025-10-28 17:26:09.716,23.107,41.80,60.30,116.90,182.83,14.05,-5.95,4.05,-0.851,-76.00,0.00,0.00,0,conic
2025-10-28 17:26:10.078,23.469,41.20,61.30,125.50,182.63,11.70,-8.30,1.70,-0.851,-84.96,0.00,0.00,0,conic
2025-10-28 17:26:10.386,23.778,40.60,62.50,111.20,182.31,15.60,-4.40,5.60,-0.851,-71.07,0.00,0.00,0,conic
2025-10-28 17:26:10.840,24.232,40.50,63.30,91.70,181.88,-9.00,11.00,1.00,0.851,113.03,-11.87,-5.89,1,conic
2025-10-28 17:26:11.247,24.639,40.90,65.80,69.90,179.97,-9.00,11.00,1.00,0.851,110.71,-7.94,-0.64,2,conic
2025-10-28 17:26:11.518,24.910,41.00,66.50,71.10,179.45,-9.00,11.00,1.00,0.851,110.84,-13.77,-1.40,1,conic
2025-10-28 17:26:11.785,25.176,41.10,66.70,83.90,179.25,22.38,2.38,12.38,-0.851,-41.76,-0.54,-0.18,1,conic
2025-10-28 17:26:12.283,25.675,41.10,67.10,103.50,179.00,17.99,-2.01,7.99,-0.851,-64.40,0.00,0.00,0,conic
2025-10-28 17:26:12.695,26.087,40.10,72.80,89.10,176.25,21.64,1.64,11.64,-0.851,-51.64,0.00,0.00,1,conic
2025-10-28 17:26:13.003,26.395,40.80,76.60,67.80,173.40,-9.00,11.00,1.00,0.851,110.77,-13.82,-0.60,1,conic
2025-10-28 17:26:13.306,26.697,43.70,80.90,44.00,168.52,-9.00,11.00,1.00,0.851,110.62,-9.72,3.49,2,conic
2025-10-28 17:26:15.340,28.732,38.10,72.40,56.40,178.08,-9.00,11.00,1.00,0.851,108.66,-4.36,0.68,2,conic
