timestamp,elapsed_s,x_cm,y_cm,theta_deg,distance_cm,v_left,v_right,v_linear,omega,angle_error_deg,fx_repulsive,fy_repulsive,num_obstacles,potential_type
2025-10-28 17:24:46.179,0.157,0.00,0.00,89.90,100.00,0.23,0.27,0.25,0.002,0.10,0.00,0.00,0,conic
2025-10-28 17:24:46.392,0.370,0.00,0.00,89.90,100.00,0.48,0.52,0.50,0.002,0.10,0.00,0.00,0,conic
2025-10-28 17:24:46.569,0.546,0.00,0.20,89.90,99.80,0.73,0.77,0.75,0.002,0.10,0.00,0.00,0,conic
2025-10-28 17:24:46.741,0.719,0.00,0.60,90.10,99.40,1.02,0.98,1.00,-0.002,-0.10,0.00,0.00,0,conic
2025-10-28 17:24:46.856,0.834,0.00,1.10,90.20,98.90,1.30,1.20,1.25,-0.004,-0.20,0.00,0.00,0,conic
2025-10-28 17:24:47.054,1.032,0.00,1.50,90.20,98.50,1.55,1.45,1.50,-0.004,-0.20,0.00,0.00,0,conic
2025-10-28 17:24:47.310,1.288,0.00,2.20,90.00,97.80,1.75,1.75,1.75,0.000,0.00,0.00,0.00,0,conic
2025-10-28 17:24:47.858,1.836,0.00,3.50,90.00,96.50,2.00,2.00,2.00,0.000,0.00,0.00,0.00,0,conic
2025-10-28 17:24:48.121,2.098,0.00,4.50,90.10,95.50,2.27,2.23,2.25,-0.002,-0.10,0.00,0.00,0,conic
2025-10-28 17:24:48.438,2.416,0.00,5.30,90.00,94.70,2.50,2.50,2.50,0.000,0.00,0.00,0.00,0,conic
2025-10-28 17:24:48.747,2.725,0.00,6.40,90.00,93.60,2.75,2.75,2.75,0.000,0.00,0.00,0.00,0,conic
2025-10-28 17:24:49.300,3.278,0.00,7.60,89.90,92.40,2.98,3.02,3.00,0.002,0.10,0.00,0.00,0,conic
2025-10-28 17:24:49.607,3.585,0.00,8.60,90.00,91.40,3.25,3.25,3.25,0.000,0.00,0.00,0.00,0,conic
2025-10-28 17:24:49.930,3.908,0.00,9.60,89.90,90.40,3.48,3.52,3.50,0.002,0.10,0.00,0.00,0,conic
2025-10-28 17:24:50.187,4.165,-0.10,10.40,90.00,89.60,3.77,3.73,3.75,-0.001,-0.06,0.00,0.00,0,conic
2025-10-28 17:24:50.688,4.666,0.00,11.80,90.00,88.20,4.00,4.00,4.00,0.000,0.00,0.00,0.00,0,conic
2025-10-28 17:24:51.101,5.079,0.00,13.50,89.90,86.50,4.23,4.27,4.25,0.002,0.10,0.00,0.00,0,conic
2025-10-28 17:24:51.413,5.391,0.00,14.80,90.00,85.20,4.50,4.50,4.50,0.000,0.00,0.00,0.00,0,conic
2025-10-28 17:24:51.684,5.661,0.00,15.80,90.00,84.20,4.75,4.75,4.75,0.000,0.00,0.00,0.00,0,conic
2025-10-28 17:24:52.133,6.111,0.00,17.20,89.90,82.80,4.98,5.02,5.00,0.002,0.10,0.00,0.00,0,conic
2025-10-28 17:24:52.482,6.460,0.00,19.20,90.00,80.80,5.25,5.25,5.25,0.000,0.00,0.00,0.00,0,conic
2025-10-28 17:24:52.852,6.830,0.00,20.90,90.00,79.10,5.50,5.50,5.50,0.000,0.00,0.00,0.00,0,conic
2025-10-28 17:24:53.120,7.098,0.00,22.40,90.10,77.60,5.77,5.73,5.75,-0.002,-0.10,0.00,0.00,0,conic
2025-10-28 17:24:53.575,7.552,0.00,24.20,90.10,75.80,6.02,5.98,6.00,-0.002,-0.10,0.00,0.00,1,conic
2025-10-28 17:24:53.935,7.912,0.00,26.70,90.20,73.30,6.30,6.20,6.25,-0.004,-0.20,0.00,0.00,0,conic
2025-10-28 17:24:54.190,8.168,0.00,28.40,90.50,71.60,6.62,6.38,6.50,-0.010,-0.50,0.00,0.00,2,conic
2025-10-28 17:24:54.514,8.492,0.00,29.90,90.30,70.10,6.82,6.68,6.75,-0.006,-0.30,0.00,0.00,2,conic
2025-10-28 17:24:55.000,8.978,0.00,32.70,89.80,67.30,6.95,7.05,7.00,0.004,0.20,0.00,0.00,2,conic
2025-10-28 17:24:55.364,9.342,0.00,35.70,89.60,64.30,7.15,7.35,7.25,0.008,0.40,0.00,0.00,3,conic
2025-10-28 17:24:55.677,9.655,0.00,37.30,89.60,62.70,7.40,7.60,7.50,0.008,0.40,-0.01,-0.18,3,conic
2025-10-28 17:24:56.050,10.028,0.00,40.00,89.80,60.00,7.99,4.69,6.34,-0.141,-6.71,0.35,-1.04,5,conic
2025-10-28 17:24:56.536,10.514,0.00,43.40,89.70,56.60,7.18,6.22,6.70,-0.041,-1.95,0.12,-1.01,5,conic
2025-10-28 17:24:56.943,10.921,0.10,46.30,85.80,53.70,11.00,-9.00,1.00,-0.851,-154.54,0.28,-2.85,5,conic
2025-10-28 17:24:57.258,11.236,0.20,48.10,84.60,51.90,11.00,-9.00,1.00,-0.851,-166.37,0.63,-4.86,5,conic
2025-10-28 17:24:57.569,11.547,0.40,49.10,76.20,50.90,11.00,-9.00,1.00,-0.851,-163.20,0.23,-4.90,6,conic
2025-10-28 17:24:58.020,11.998,0.40,49.30,59.50,50.70,11.00,-9.00,1.00,-0.851,-117.24,0.21,-2.64,5,conic
2025-10-28 17:24:58.379,12.357,0.50,49.60,37.60,50.40,-6.36,13.64,3.64,0.851,60.48,-0.32,-1.21,4,conic
